episod,recompensa,pasi,succes,epsilon
1213,38.90000000000012,82,0,0.29712364768765126
1214,117.8999999999999,152,0,0.2968265240399636
1215,49.30000000000015,84,0,0.2965296975159237
1216,123.64999999999985,157,0,0.29623316781840775
1217,301.3999999999993,202,1,0.29593693465058934
1218,43.45000000000013,81,0,0.29564099771593877
1219,40.45000000000013,81,0,0.2953453567182228
1220,123.09999999999967,168,0,0.2950500113615046
1221,41.75000000000014,85,0,0.2947549613501431
1222,52.10000000000015,88,0,0.294460206388793
1223,132.44999999999948,191,0,0.2941657461824042
1224,122.69999999999969,176,0,0.2938715804362218
1225,41.900000000000134,82,0,0.2935777088557856
1226,38.850000000000136,83,0,0.2932841311469298
1227,43.30000000000015,84,0,0.2929908470157829
1228,126.69999999999978,156,0,0.2926978561687671
1229,127.39999999999968,172,0,0.29240515831259833
1230,320.8499999999991,233,1,0.29211275315428575
1231,120.19999999999972,166,0,0.2918206404011315
1232,120.6999999999998,156,0,0.29152881976073036
1233,124.94999999999975,161,0,0.2912372909409696
1234,121.7499999999997,165,0,0.2909460536500286
1235,130.64999999999964,167,0,0.2906551075963786
1236,120.64999999999976,157,0,0.2903644524887822
1237,118.84999999999984,163,0,0.2900740880362934
1238,38.95000000000013,81,0,0.28978401394825715
1239,123.84999999999975,153,0,0.2894942299343089
1240,39.90000000000016,92,0,0.2892047357043746
1241,301.1999999999993,206,1,0.28891553096867023
1242,301.79999999999933,194,1,0.2886266154377016
1243,38.95000000000013,81,0,0.28833798882226386
1244,41.95000000000013,81,0,0.2880496508334416
1245,41.950000000000145,81,0,0.28776160118260813
1246,44.60000000000015,88,0,0.2874738395814255
1247,122.09999999999972,158,0,0.2871863657418441
1248,302.04999999999933,189,1,0.28689917937610226
1249,129.19999999999976,166,0,0.2866122801967262
1250,301.6499999999994,197,1,0.28632566791652947
1251,44.95000000000013,81,0,0.28603934224861294
1252,118.2499999999997,175,0,0.2857533029063643
1253,120.29999999999968,164,0,0.28546754960345794
1254,55.10000000000015,88,0,0.2851820820538545
1255,301.49999999999943,200,1,0.2848968999718006
1256,38.95000000000013,81,0,0.2846120030718288
1257,40.45000000000012,81,0,0.284327391068757
1258,119.14999999999982,157,0,0.2840430636776882
1259,124.89999999999965,162,0,0.28375902061401054
1260,301.44999999999936,201,1,0.28347526159339653
1261,35.150000000000205,127,0,0.28319178633180314
1262,301.64999999999935,197,1,0.28290859454547135
1263,33.95000000000029,151,0,0.28262568595092585
1264,132.1499999999997,167,0,0.2823430602649749
1265,125.94999999999986,171,0,0.28206071720470993
1266,47.85000000000015,83,0,0.2817786564875052
1267,46.10000000000015,88,0,0.28149687783101773
1268,38.95000000000013,81,0,0.2812153809531867
1269,121.64999999999976,167,0,0.28093416557223355
1270,127.19999999999969,176,0,0.2806532314066613
1271,302.0499999999994,189,1,0.2803725781752547
1272,122.84999999999981,173,0,0.2800922055970794
1273,301.39999999999935,202,1,0.2798121133914823
1274,301.39999999999935,202,1,0.2795323012780908
1275,122.09999999999987,158,0,0.2792527689768127
1276,38.900000000000134,82,0,0.2789735162078359
1277,33.40000000000033,162,0,0.2786945426916281
1278,55.250000000000156,85,0,0.27841584814893644
1279,127.54999999999932,199,0,0.2781374323007875
1280,41.80000000000015,84,0,0.27785929486848676
1281,49.000000000000156,90,0,0.27758143557361825
1282,36.80000000000011,94,0,0.27730385413804465
1283,124.59999999999975,168,0,0.2770265502839066
1284,46.45000000000013,81,0,0.2767495237336227
1285,40.30000000000014,84,0,0.2764727742098891
1286,301.8499999999994,193,1,0.2761963014356792
1287,47.45000000000017,91,0,0.27592010513424353
1288,301.9999999999994,190,1,0.2756441850291093
1289,40.45000000000012,81,0,0.2753685408440802
1290,49.200000000000145,86,0,0.2750931723032361
1291,124.59999999999972,168,0,0.27481807913093287
1292,117.84999999999981,153,0,0.27454326105180193
1293,301.79999999999944,194,1,0.2742687177907501
1294,40.30000000000014,84,0,0.2739944490729594
1295,117.64999999999979,157,0,0.27372045462388644
1296,40.400000000000134,82,0,0.2734467341692626
1297,126.54999999999974,159,0,0.27317328743509334
1298,34.05000000000028,149,0,0.27290011414765825
1299,127.6999999999996,166,0,0.2726272140335106
1300,123.29999999999968,164,0,0.27235458681947705
1301,41.95000000000013,81,0,0.2720822322326576
1302,301.29999999999933,204,1,0.2718101500004249
1303,125.19999999999966,156,0,0.27153833985042447
1304,52.250000000000156,85,0,0.27126680151057403
1305,44.45000000000016,91,0,0.27099553470906346
1306,58.00000000000017,90,0,0.2707245391743544
1307,301.9999999999993,190,1,0.27045381463518003
1308,46.25000000000014,85,0,0.27018336082054484
1309,43.45000000000012,81,0,0.2699131774597243
1310,47.90000000000015,82,0,0.2696432642822646
1311,117.0499999999998,169,0,0.26937362101798235
1312,38.95000000000013,81,0,0.26910424739696437
1313,44.80000000000014,84,0,0.2688351431495674
1314,40.15000000000016,87,0,0.26856630800641784
1315,47.45000000000016,91,0,0.2682977416984114
1316,43.450000000000145,81,0,0.268029443956713
1317,40.450000000000145,81,0,0.2677614145127563
1318,122.99999999999947,170,0,0.2674936530982436
1319,47.700000000000145,86,0,0.26722615944514533
1320,130.54999999999967,169,0,0.2669589332857002
1321,43.450000000000145,81,0,0.2666919743524145
1322,301.64999999999935,197,1,0.26642528237806207
1323,58.100000000000165,88,0,0.266158857095684
1324,49.30000000000015,84,0,0.2658926982385883
1325,46.450000000000145,81,0,0.26562680554034973
1326,126.39999999999974,162,0,0.26536117873480936
1327,301.8499999999996,193,1,0.26509581755607453
1328,301.59999999999934,198,1,0.26483072173851846
1329,44.900000000000134,82,0,0.26456589101677996
1330,38.850000000000136,83,0,0.2643013251257632
1331,49.30000000000014,84,0,0.2640370238006374
1332,133.8999999999997,162,0,0.2637729867768368
1333,52.30000000000015,84,0,0.26350921379006
1334,41.950000000000145,81,0,0.26324570457626995
1335,125.9499999999996,171,0,0.2629824588716937
1336,38.850000000000136,83,0,0.262719476412822
1337,127.94999999999969,161,0,0.2624567569364092
1338,50.55000000000015,89,0,0.26219430017947276
1339,123.69999999999978,156,0,0.2619321058792933
1340,124.89999999999974,162,0,0.261670173773414
1341,118.79999999999983,164,0,0.2614085035996406
1342,122.1999999999998,156,0,0.26114709509604095
1343,121.49999999999973,170,0,0.2608859480009449
1344,50.95000000000013,81,0,0.26062506205294395
1345,127.84999999999967,163,0,0.260364436990891
1346,122.7499999999997,145,0,0.2601040725539001
1347,121.79999999999974,164,0,0.2598439684813462
1348,118.89999999999968,162,0,0.2595841245128649
1349,118.0499999999998,149,0,0.259324540388352
1350,117.59999999999981,158,0,0.25906521584796366
1351,301.69999999999936,196,1,0.2588061506321157
1352,302.0999999999994,188,1,0.2585473444814836
1353,40.400000000000134,82,0,0.2582887971370021
1354,38.900000000000134,82,0,0.2580305083398651
1355,38.90000000000015,82,0,0.2577724778315252
1356,43.25000000000013,85,0,0.25751470535369364
1357,125.04999999999971,159,0,0.25725719064833996
1358,41.900000000000134,82,0,0.2569999334576916
1359,38.95000000000012,81,0,0.25674293352423394
1360,126.39999999999965,162,0,0.2564861905907097
1361,38.95000000000013,81,0,0.256229704400119
1362,41.55000000000015,89,0,0.25597347469571885
1363,38.700000000000145,86,0,0.25571750122102316
1364,133.6999999999997,166,0,0.25546178371980216
1365,301.8999999999994,192,1,0.25520632193608234
1366,40.30000000000015,84,0,0.25495111561414624
1367,123.49999999999973,160,0,0.2546961644985321
1368,302.79999999999956,174,1,0.2544414683340336
1369,44.950000000000145,81,0,0.25418702686569955
1370,53.45000000000017,91,0,0.25393283983883386
1371,44.950000000000145,81,0,0.25367890699899504
1372,122.89999999999974,142,0,0.253425228091996
1373,35.05000000000024,129,0,0.253171802863904
1374,301.79999999999933,194,1,0.2529186310610401
1375,302.3999999999993,182,1,0.2526657124299791
1376,34.750000000000256,135,0,0.2524130467175491
1377,40.400000000000134,82,0,0.2521606336708316
1378,301.39999999999924,202,1,0.25190847303716074
1379,43.45000000000013,81,0,0.25165656456412355
1380,43.450000000000145,81,0,0.25140490799955945
1381,117.39999999999979,162,0,0.25115350309155987
1382,52.15000000000016,87,0,0.2509023495884683
1383,127.49999999999979,170,0,0.25065144723887983
1384,53.75000000000014,85,0,0.25040079579164093
1385,301.6999999999995,196,1,0.2501503949958493
1386,301.34999999999934,203,1,0.24990024460085344
1387,49.40000000000015,82,0,0.24965034435625258
1388,117.44999999999978,161,0,0.24940069401189632
1389,120.5499999999998,159,0,0.24915129331788444
1390,46.350000000000136,83,0,0.24890214202456656
1391,122.19999999999975,156,0,0.248653239882542
1392,47.40000000000016,92,0,0.24840458664265946
1393,44.950000000000145,81,0,0.2481561820560168
1394,41.950000000000145,81,0,0.2479080258739608
1395,301.3999999999994,202,1,0.24766011784808684
1396,118.3499999999997,143,0,0.24741245773023876
1397,119.3499999999999,153,0,0.24716504527250852
1398,41.950000000000145,81,0,0.24691788022723601
1399,40.350000000000136,83,0,0.24667096234700878
1400,44.950000000000145,81,0,0.24642429138466176
1401,129.4499999999997,161,0,0.2461778670932771
1402,117.4499999999998,161,0,0.24593168922618383
1403,126.39999999999971,162,0,0.24568575753695765
1404,46.40000000000015,82,0,0.2454400717794207
1405,43.400000000000134,82,0,0.24519463170764128
1406,40.350000000000136,83,0,0.24494943707593364
1407,118.09999999999978,148,0,0.24470448763885772
1408,34.60000000000028,138,0,0.24445978315121886
1409,43.45000000000012,81,0,0.24421532336806764
1410,301.7499999999994,195,1,0.24397110804469957
1411,44.950000000000145,81,0,0.24372713693665488
1412,43.45000000000013,81,0,0.24348340979971822
1413,301.5499999999995,199,1,0.2432399263899185
1414,40.450000000000145,81,0,0.2429966864635286
1415,41.85000000000012,83,0,0.24275368977706507
1416,41.90000000000015,82,0,0.24251093608728802
1417,44.950000000000145,81,0,0.24226842515120073
1418,43.450000000000145,81,0,0.24202615672604952
1419,38.900000000000134,82,0,0.24178413056932346
1420,41.900000000000134,82,0,0.24154234643875414
1421,43.45000000000012,81,0,0.24130080409231539
1422,40.45000000000013,81,0,0.24105950328822306
1423,41.950000000000145,81,0,0.24081844378493483
1424,41.85000000000015,83,0,0.2405776253411499
1425,46.350000000000136,83,0,0.24033704771580874
1426,43.450000000000145,81,0,0.24009671066809293
1427,123.14999999999971,167,0,0.23985661395742483
1428,44.950000000000145,81,0,0.2396167573434674
1429,125.19999999999972,156,0,0.23937714058612394
1430,137.1999999999997,156,0,0.23913776344553783
1431,132.19999999999965,166,0,0.2388986256820923
1432,36.25000000000017,105,0,0.2386597270564102
1433,38.950000000000145,81,0,0.23842106732935378
1434,126.14999999999979,167,0,0.23818264626202443
1435,41.900000000000134,82,0,0.2379444636157624
1436,41.950000000000145,81,0,0.23770651915214663
1437,38.950000000000145,81,0,0.2374688126329945
1438,40.40000000000015,82,0,0.23723134382036148
1439,301.3999999999994,202,1,0.23699411247654112
1440,125.24999999999976,155,0,0.23675711836406457
1441,120.34999999999972,163,0,0.2365203612457005
1442,38.90000000000015,82,0,0.2362838408844548
1443,41.80000000000014,84,0,0.23604755704357036
1444,319.3999999999989,232,1,0.2358115094865268
1445,130.7999999999996,164,0,0.23557569797704025
1446,38.95000000000012,81,0,0.2353401222790632
1447,40.45000000000013,81,0,0.23510478215678413
1448,301.54999999999944,199,1,0.23486967737462733
1449,126.64999999999976,157,0,0.2346348076972527
1450,303.29999999999933,164,1,0.23440017288955545
1451,41.80000000000015,84,0,0.2341657727166659
1452,44.950000000000145,81,0,0.2339316069439492
1453,31.200000000000458,206,0,0.23369767533700525
1454,38.900000000000134,82,0,0.23346397766166824
1455,119.1999999999998,156,0,0.23323051368400657
1456,117.54999999999974,159,0,0.23299728317032256
1457,43.450000000000145,81,0,0.23276428588715223
1458,47.95000000000013,81,0,0.23253152160126508
1459,44.850000000000136,83,0,0.23229899007966381
1460,301.79999999999933,194,1,0.23206669108958414
1461,44.950000000000145,81,0,0.23183462439849456
1462,35.7500000000002,115,0,0.23160278977409607
1463,301.5999999999994,198,1,0.23137118698432196
1464,301.6999999999993,196,1,0.23113981579733764
1465,301.79999999999944,194,1,0.2309086759815403
1466,40.40000000000012,82,0,0.23067776730555875
1467,34.400000000000276,142,0,0.23044708953825319
1468,117.64999999999976,157,0,0.23021664244871493
1469,117.69999999999975,156,0,0.22998642580626621
1470,41.950000000000145,81,0,0.22975643938045995
1471,43.40000000000015,82,0,0.2295266829410795
1472,41.950000000000145,81,0,0.22929715625813843
1473,43.400000000000134,82,0,0.2290678591018803
1474,40.40000000000015,82,0,0.22883879124277842
1475,43.45000000000013,81,0,0.22860995245153565
1476,46.450000000000145,81,0,0.22838134249908412
1477,138.39999999999964,162,0,0.22815296115658504
1478,41.80000000000011,84,0,0.22792480819542846
1479,47.600000000000136,88,0,0.22769688338723304
1480,46.450000000000145,81,0,0.22746918650384582
1481,43.40000000000012,82,0,0.22724171731734197
1482,46.350000000000136,83,0,0.22701447560002463
1483,40.450000000000145,81,0,0.2267874611244246
1484,43.40000000000015,82,0,0.22656067366330018
1485,118.94999999999972,161,0,0.22633411298963688
1486,301.5499999999992,199,1,0.22610777887664724
1487,44.95000000000013,81,0,0.22588167109777058
1488,301.7999999999995,194,1,0.2256557894266728
1489,32.95000000000036,171,0,0.22543013363724612
1490,133.69999999999965,166,0,0.22520470350360888
1491,55.40000000000015,82,0,0.2249794988001053
1492,46.35000000000015,83,0,0.2247545193013052
1493,117.54999999999968,159,0,0.22452976478200387
1494,120.34999999999972,163,0,0.22430523501722185
1495,123.29999999999968,164,0,0.22408092978220462
1496,133.84999999999962,163,0,0.2238568488524224
1497,41.90000000000012,82,0,0.22363299200356998
1498,49.450000000000145,81,0,0.22340935901156642
1499,117.49999999999979,160,0,0.22318594965255484
1500,321.79999999999916,214,1,0.22296276370290227
1501,43.350000000000136,83,0,0.22273980093919937
1502,41.900000000000134,82,0,0.22251706113826017
1503,41.95000000000013,81,0,0.2222945440771219
1504,120.24999999999967,165,0,0.22207224953304477
1505,46.450000000000145,81,0,0.22185017728351172
1506,41.95000000000013,81,0,0.2216283271062282
1507,38.95000000000013,81,0,0.22140669877912197
1508,126.34999999999981,163,0,0.22118529208034285
1509,38.95000000000013,81,0,0.2209641067882625
1510,40.30000000000014,84,0,0.22074314268147424
1511,41.950000000000145,81,0,0.22052239953879277
1512,43.45000000000013,81,0,0.22030187713925398
1513,120.24999999999964,165,0,0.22008157526211472
1514,302.89999999999964,172,1,0.2198614936868526
1515,41.850000000000136,83,0,0.21964163219316574
1516,40.350000000000136,83,0,0.21942199056097256
1517,46.450000000000145,81,0,0.2192025685704116
1518,41.95000000000013,81,0,0.21898336600184118
1519,128.79999999999978,144,0,0.21876438263583933
1520,49.450000000000145,81,0,0.21854561825320348
1521,43.45000000000013,81,0,0.21832707263495027
1522,40.450000000000145,81,0,0.21810874556231533
1523,322.5999999999993,198,1,0.217890636816753
1524,41.950000000000145,81,0,0.21767274617993623
1525,53.950000000000145,81,0,0.2174550734337563
1526,120.49999999999973,160,0,0.21723761836032254
1527,41.950000000000145,81,0,0.21702038074196223
1528,124.84999999999978,163,0,0.21680336036122028
1529,43.400000000000134,82,0,0.21658655700085905
1530,44.95000000000013,81,0,0.2163699704438582
1531,120.39999999999974,162,0,0.21615360047341434
1532,43.45000000000013,81,0,0.21593744687294092
1533,44.80000000000015,84,0,0.21572150942606796
1534,44.950000000000145,81,0,0.2155057879166419
1535,301.7499999999994,195,1,0.21529028212872525
1536,41.90000000000012,82,0,0.21507499184659654
1537,124.69999999999969,166,0,0.21485991685474995
1538,41.850000000000136,83,0,0.2146450569378952
1539,43.30000000000014,84,0,0.21443041188095732
1540,121.89999999999965,162,0,0.21421598146907636
1541,40.30000000000014,84,0,0.21400176548760727
1542,50.55000000000015,89,0,0.21378776372211966
1543,303.04999999999933,169,1,0.21357397595839755
1544,41.950000000000145,81,0,0.21336040198243916
1545,49.400000000000134,82,0,0.21314704158045672
1546,53.90000000000015,82,0,0.21293389453887626
1547,40.350000000000136,83,0,0.21272096064433738
1548,121.94999999999972,161,0,0.21250823968369303
1549,46.40000000000015,82,0,0.21229573144400934
1550,44.95000000000013,81,0,0.21208343571256533
1551,117.64999999999976,157,0,0.21187135227685275
1552,301.7499999999993,195,1,0.2116594809245759
1553,44.950000000000145,81,0,0.21144782144365132
1554,44.950000000000145,81,0,0.21123637362220768
1555,118.74999999999973,165,0,0.21102513724858546
1556,46.350000000000136,83,0,0.21081411211133688
1557,127.39999999999965,172,0,0.21060329799922556
1558,303.29999999999956,164,1,0.21039269470122635
1559,50.950000000000145,81,0,0.21018230200652513
1560,119.24999999999982,155,0,0.2099721197045186
1561,117.19999999999966,166,0,0.20976214758481407
1562,120.39999999999976,162,0,0.20955238543722926
1563,49.450000000000145,81,0,0.20934283305179202
1564,47.950000000000145,81,0,0.20913349021874023
1565,118.89999999999971,162,0,0.2089243567285215
1566,49.40000000000015,82,0,0.20871543237179296
1567,43.45000000000013,81,0,0.20850671693942116
1568,46.40000000000012,82,0,0.20829821022248174
1569,50.80000000000015,84,0,0.20808991201225926
1570,126.09999999999978,168,0,0.207881822100247
1571,47.90000000000015,82,0,0.20767394027814676
1572,50.950000000000145,81,0,0.2074662663378686
1573,43.40000000000015,82,0,0.20725880007153075
1574,41.90000000000015,82,0,0.20705154127145922
1575,38.950000000000145,81,0,0.20684448973018776
1576,52.30000000000015,84,0,0.20663764524045758
1577,46.450000000000145,81,0,0.20643100759521713
1578,38.90000000000015,82,0,0.20622457658762192
1579,38.950000000000145,81,0,0.2060183520110343
1580,41.950000000000145,81,0,0.20581233365902327
1581,38.85000000000012,83,0,0.20560652132536425
1582,138.34999999999962,163,0,0.20540091480403888
1583,43.400000000000134,82,0,0.20519551388923485
1584,40.35000000000015,83,0,0.20499031837534562
1585,38.85000000000015,83,0,0.20478532805697028
1586,40.40000000000015,82,0,0.2045805427289133
1587,41.90000000000015,82,0,0.20437596218618437
1588,43.40000000000015,82,0,0.2041715862239982
1589,44.90000000000015,82,0,0.2039674146377742
1590,43.30000000000015,84,0,0.20376344722313644
1591,43.30000000000015,84,0,0.2035596837759133
1592,44.50000000000017,90,0,0.20335612409213738
1593,49.35000000000015,83,0,0.20315276796804524
1594,44.95000000000013,81,0,0.2029496152000772
1595,129.4499999999997,161,0,0.20274666558487714
1596,41.950000000000145,81,0,0.20254391891929227
1597,49.400000000000134,82,0,0.20234137500037297
1598,44.950000000000145,81,0,0.20213903362537258
1599,40.450000000000145,81,0,0.2019368945917472
1600,40.450000000000145,81,0,0.20173495769715546
1601,44.950000000000145,81,0,0.2015332227394583
1602,41.95000000000012,81,0,0.20133168951671884
1603,38.95000000000013,81,0,0.20113035782720212
1604,38.90000000000015,82,0,0.20092922746937492
1605,30.30000000000051,224,0,0.20072829824190555
1606,124.9999999999997,160,0,0.20052756994366364
1607,46.250000000000156,85,0,0.20032704237371998
1608,41.950000000000145,81,0,0.20012671533134627
1609,41.900000000000134,82,0,0.19992658861601492
1610,41.950000000000145,81,0,0.19972666202739892
1611,38.90000000000015,82,0,0.19952693536537153
1612,40.400000000000134,82,0,0.19932740843000615
1613,40.20000000000016,86,0,0.19912808102157614
1614,43.450000000000145,81,0,0.19892895294055457
1615,46.450000000000145,81,0,0.19873002398761402
1616,322.4999999999993,200,1,0.1985312939636264
1617,43.450000000000145,81,0,0.19833276266966277
1618,38.95000000000013,81,0,0.1981344299069931
1619,40.450000000000145,81,0,0.1979362954770861
1620,40.450000000000145,81,0,0.197738359181609
1621,123.64999999999976,157,0,0.1975406208224274
1622,41.950000000000145,81,0,0.197343080201605
1623,43.450000000000145,81,0,0.19714573712140337
1624,117.7999999999998,154,0,0.19694859138428197
1625,129.3999999999997,162,0,0.1967516427928977
1626,40.400000000000134,82,0,0.1965548911501048
1627,303.14999999999964,167,1,0.19635833625895469
1628,302.84999999999945,173,1,0.19616197792269574
1629,44.95000000000013,81,0,0.19596581594477305
1630,41.95000000000013,81,0,0.19576985012882828
1631,126.64999999999974,157,0,0.19557408027869944
1632,43.350000000000136,83,0,0.19537850619842073
1633,40.45000000000013,81,0,0.19518312769222232
1634,302.79999999999933,174,1,0.19498794456453009
1635,46.45000000000013,81,0,0.19479295661996557
1636,43.450000000000145,81,0,0.1945981636633456
1637,40.450000000000145,81,0,0.19440356549968224
1638,38.850000000000136,83,0,0.19420916193418256
1639,41.950000000000145,81,0,0.19401495277224837
1640,40.45000000000012,81,0,0.19382093781947612
1641,44.950000000000145,81,0,0.19362711688165665
1642,44.950000000000145,81,0,0.193433489764775
1643,43.450000000000145,81,0,0.19324005627501023
1644,41.95000000000013,81,0,0.1930468162187352
1645,136.8999999999997,162,0,0.19285376940251647
1646,135.44999999999965,161,0,0.19266091563311397
1647,301.99999999999943,190,1,0.19246825471748086
1648,117.64999999999979,157,0,0.1922757864627634
1649,303.4999999999995,160,1,0.1920835106763006
1650,43.450000000000145,81,0,0.19189142716562432
1651,40.35000000000015,83,0,0.1916995357384587
1652,124.99999999999976,160,0,0.19150783620272022
1653,38.95000000000013,81,0,0.1913163283665175
1654,43.450000000000145,81,0,0.19112501203815097
1655,43.100000000000165,88,0,0.1909338870261128
1656,41.900000000000134,82,0,0.19074295313908668
1657,46.450000000000145,81,0,0.1905522101859476
1658,38.85000000000012,83,0,0.19036165797576166
1659,40.40000000000015,82,0,0.1901712963177859
1660,129.1499999999997,167,0,0.1899811250214681
1661,38.950000000000145,81,0,0.18979114389644663
1662,40.45000000000013,81,0,0.1896013527525502
1663,38.950000000000145,81,0,0.18941175139979763
1664,130.6499999999997,167,0,0.18922233964839782
1665,135.39999999999964,162,0,0.18903311730874942
1666,41.95000000000013,81,0,0.18884408419144066
1667,43.450000000000145,81,0,0.1886552401072492
1668,46.40000000000015,82,0,0.18846658486714196
1669,41.950000000000145,81,0,0.1882781182822748
1670,303.0999999999995,168,1,0.18808984016399252
1671,125.29999999999974,154,0,0.18790175032382853
1672,43.45000000000013,81,0,0.1877138485735047
1673,41.900000000000134,82,0,0.1875261347249312
1674,135.44999999999965,161,0,0.1873386085902063
1675,38.85000000000015,83,0,0.18715126998161608
1676,55.450000000000145,81,0,0.18696411871163446
1677,47.950000000000145,81,0,0.18677715459292282
1678,127.94999999999975,161,0,0.1865903774383299
1679,121.84999999999975,163,0,0.18640378706089158
1680,50.900000000000134,82,0,0.1862173832738307
1681,50.95000000000013,81,0,0.18603116589055688
1682,126.74999999999982,155,0,0.18584513472466632
1683,301.7499999999994,195,1,0.18565928958994166
1684,122.04999999999974,159,0,0.18547363030035172
1685,40.35000000000012,83,0,0.18528815667005136
1686,44.950000000000145,81,0,0.1851028685133813
1687,303.0499999999995,169,1,0.18491776564486792
1688,40.450000000000145,81,0,0.18473284787922306
1689,303.1499999999995,167,1,0.18454811503134383
1690,47.95000000000013,81,0,0.18436356691631248
1691,40.45000000000012,81,0,0.18417920334939616
1692,47.85000000000015,83,0,0.18399502414604677
1693,123.44999999999983,161,0,0.18381102912190073
1694,41.95000000000013,81,0,0.18362721809277882
1695,124.49999999999973,170,0,0.18344359087468604
1696,40.45000000000013,81,0,0.18326014728381135
1697,41.950000000000145,81,0,0.18307688713652753
1698,40.450000000000145,81,0,0.182893810249391
1699,43.400000000000134,82,0,0.1827109164391416
1700,46.45000000000013,81,0,0.18252820552270246
1701,119.24999999999984,155,0,0.18234567731717977
1702,41.950000000000145,81,0,0.1821633316398626
1703,301.6999999999993,196,1,0.18198116830822272
1704,127.8499999999997,163,0,0.1817991871399145
1705,47.95000000000013,81,0,0.18161738795277457
1706,303.6499999999995,157,1,0.1814357705648218
1707,132.1499999999997,167,0,0.18125433479425698
1708,301.84999999999945,193,1,0.18107308045946272
1709,30.950000000000458,211,0,0.18089200737900324
1710,46.350000000000136,83,0,0.18071111537162424
1711,38.950000000000145,81,0,0.1805304042562526
1712,301.29999999999944,204,1,0.18034987385199636
1713,301.9999999999994,190,1,0.18016952397814437
1714,46.450000000000145,81,0,0.17998935445416622
1715,303.19999999999953,166,1,0.17980936509971204
1716,38.90000000000015,82,0,0.17962955573461234
1717,49.450000000000145,81,0,0.17944992617887773
1718,123.7499999999997,155,0,0.17927047625269885
1719,50.80000000000015,84,0,0.17909120577644616
1720,301.8999999999993,192,1,0.17891211457066972
1721,301.8999999999994,192,1,0.17873320245609906
1722,47.950000000000145,81,0,0.17855446925364296
1723,50.950000000000145,81,0,0.17837591478438933
1724,123.59999999999975,158,0,0.17819753886960493
1725,53.950000000000145,81,0,0.17801934133073533
1726,40.45000000000013,81,0,0.17784132198940458
1727,43.40000000000015,82,0,0.1776634806674152
1728,44.950000000000145,81,0,0.17748581718674777
1729,50.950000000000145,81,0,0.17730833136956103
1730,301.89999999999935,192,1,0.17713102303819148
1731,44.950000000000145,81,0,0.1769538920151533
1732,43.450000000000145,81,0,0.17677693812313813
1733,127.64999999999962,167,0,0.17660016118501498
1734,41.95000000000013,81,0,0.17642356102382997
1735,133.6999999999997,166,0,0.17624713746280615
1736,119.19999999999978,156,0,0.17607089032534334
1737,46.25000000000014,85,0,0.175894819435018
1738,302.6499999999994,177,1,0.17571892461558297
1739,133.8999999999997,162,0,0.1755432056909674
1740,41.950000000000145,81,0,0.17536766248527644
1741,52.40000000000015,82,0,0.17519229482279117
1742,136.84999999999968,163,0,0.17501710252796837
1743,40.45000000000013,81,0,0.1748420854254404
1744,43.450000000000145,81,0,0.17466724334001496
1745,38.950000000000145,81,0,0.17449257609667496
1746,44.95000000000013,81,0,0.1743180835205783
1747,41.95000000000013,81,0,0.1741437654370577
1748,41.950000000000145,81,0,0.17396962167162064
1749,40.45000000000013,81,0,0.173795652049949
1750,40.35000000000015,83,0,0.17362185639789907
1751,43.45000000000013,81,0,0.17344823454150116
1752,49.100000000000136,88,0,0.17327478630695967
1753,49.100000000000165,88,0,0.1731015115206527
1754,40.45000000000013,81,0,0.17292841000913206
1755,117.0499999999996,169,0,0.17275548159912293
1756,40.350000000000136,83,0,0.17258272611752382
1757,303.1999999999994,166,1,0.17241014339140628
1758,138.34999999999968,163,0,0.1722377332480149
1759,38.90000000000015,82,0,0.17206549551476688
1760,44.900000000000134,82,0,0.1718934300192521
1761,302.0499999999995,189,1,0.17172153658923286
1762,303.1999999999994,166,1,0.17154981505264363
1763,43.450000000000145,81,0,0.17137826523759098
1764,47.900000000000134,82,0,0.1712068869723534
1765,43.45000000000013,81,0,0.17103568008538103
1766,43.450000000000145,81,0,0.17086464440529564
1767,301.6499999999993,197,1,0.17069377976089034
1768,38.900000000000134,82,0,0.17052308598112945
1769,43.450000000000145,81,0,0.17035256289514833
1770,301.9499999999994,191,1,0.17018221033225317
1771,322.5499999999993,199,1,0.17001202812192093
1772,136.99999999999966,160,0,0.169842016093799
1773,315.14999999999907,197,1,0.1696721740777052
1774,133.6499999999997,167,0,0.1695025019036275
1775,44.950000000000145,81,0,0.1693329994017239
1776,38.950000000000145,81,0,0.16916366640232217
1777,40.40000000000015,82,0,0.16899450273591984
1778,303.19999999999953,166,1,0.16882550823318393
1779,121.89999999999974,162,0,0.16865668272495074
1780,47.600000000000165,88,0,0.1684880260422258
1781,132.39999999999964,192,0,0.16831953801618357
1782,302.99999999999943,170,1,0.16815121847816739
1783,40.450000000000145,81,0,0.16798306725968923
1784,47.55000000000014,89,0,0.16781508419242955
1785,126.49999999999973,160,0,0.16764726910823713
1786,55.35000000000015,83,0,0.1674796218391289
1787,138.19999999999965,166,0,0.16731214221728977
1788,303.74999999999955,155,1,0.16714483007507247
1789,303.0999999999995,168,1,0.1669776852449974
1790,126.14999999999971,167,0,0.1668107075597524
1791,46.05000000000015,89,0,0.16664389685219266
1792,302.8999999999995,172,1,0.16647725295534047
1793,40.40000000000015,82,0,0.16631077570238512
1794,46.05000000000015,89,0,0.16614446492668272
1795,138.24999999999972,165,0,0.16597832046175603
