episod,recompensa,pasi,succes
994,23.650000000000517,387,0
995,27.500000000000497,400,0
996,34.900000000000645,312,0
997,26.050000000000338,309,0
998,24.55000000000028,339,0
999,34.15000000000035,237,0
1000,42.40000000000029,282,0
1001,40.600000000000435,318,0
1002,41.350000000000435,273,0
1003,27.30000000000031,584,0
1004,31.600000000000747,348,0
1005,96.75000000000067,665,0
1006,37.65000000000036,347,0
1007,29.400000000000446,392,0
1008,35.65000000000036,237,0
1009,42.80000000000035,364,0
1010,33.800000000000296,274,0
1011,29.4500000000003,271,0
1012,27.85000000000035,393,0
1013,31.050000000000338,209,0
1014,33.400000000000475,312,0
1015,24.30000000000038,344,0
1016,24.25000000000051,435,0
1017,36.20000000000046,316,0
1018,23.80000000000061,474,0
1019,28.400000000000276,352,0
1020,39.45000000000043,281,0
1021,31.80000000000058,284,0
1022,27.00000000000054,350,0
1023,25.15000000000036,327,0
1024,39.450000000000585,311,0
1025,38.85000000000046,233,0
1026,27.20000000000053,286,0
1027,33.0000000000005,350,0
1028,34.25000000000061,355,0
1029,30.800000000000196,214,0
1030,33.60000000000062,428,0
1031,40.700000000000614,346,0
1032,28.90000000000032,312,0
1033,46.90000000000046,312,0
1034,30.15000000000039,317,0
1035,38.30000000000045,274,0
1036,29.9500000000005,351,0
1037,33.95000000000036,391,0
1038,28.800000000000537,314,0
1039,32.40000000000033,272,0
1040,30.000000000000227,320,0
1041,36.80000000000052,274,0
1042,31.9500000000005,281,0
1043,33.15000000000056,347,0
1044,26.900000000000432,292,0
1045,33.45000000000054,281,0
1046,45.850000000000406,273,0
1047,26.600000000000705,328,0
1048,34.0000000000003,270,0
1049,44.7000000000005,356,0
1050,34.250000000000625,325,0
1051,19.700000000000585,526,0
1052,39.700000000000585,276,0
1053,38.40000000000046,272,0
1054,31.35000000000049,233,0
1055,31.600000000000563,318,0
1056,17.850000000000634,473,0
1057,30.10000000000025,228,0
1058,36.95000000000067,391,0
1059,26.750000000000625,385,0
1060,29.9000000000008,442,0
1061,28.000000000000227,270,0
1062,35.55000000000064,329,0
1063,32.750000000000554,325,0
1064,40.65000000000039,197,0
1065,27.10000000000035,318,0
1066,35.4000000000007,392,0
1067,32.150000000000446,277,0
1068,34.9500000000006,371,0
1069,30.30000000000048,314,0
1070,27.2000000000004,346,0
1071,27.400000000000404,282,0
1072,36.25000000000041,315,0
1073,31.05000000000038,269,0
1074,45.80000000000044,274,0
1075,28.20000000000053,356,0
1076,35.10000000000052,308,0
1077,25.05000000000028,329,0
1078,31.550000000000296,319,0
1079,25.350000000000406,353,0
1080,31.50000000000054,350,0
1081,28.850000000000364,283,0
1082,44.70000000000044,236,0
1083,27.850000000000264,423,0
1084,39.90000000000077,362,0
1085,32.95000000000037,231,0
1086,27.850000000000563,423,0
1087,27.800000000000466,424,0
1088,34.90000000000042,312,0
1089,26.300000000000267,304,0
1090,22.850000000000776,373,0
1091,38.65000000000049,357,0
1092,34.95000000000057,311,0
1093,32.400000000000546,512,0
1094,31.200000000000713,536,0
1095,37.750000000000796,435,0
1096,22.400000000000404,382,0
1097,39.7500000000003,305,0
1098,24.550000000000537,399,0
1099,27.800000000000324,274,0
1100,32.35000000000035,423,0
1101,47.45000000000033,271,0
1102,31.65000000000049,467,0
1103,29.800000000000395,324,0
1104,29.25000000000057,275,0
1105,36.10000000000069,318,0
1106,38.650000000000375,357,0
1107,21.650000000000404,397,0
1108,41.40000000000033,272,0
1109,41.15000000000046,397,0
1110,32.10000000000046,278,0
1111,34.40000000000062,322,0
1112,35.90000000000032,232,0
1113,27.800000000000324,274,0
1114,33.50000000000054,310,0
1115,45.15000000000039,317,0
1116,26.950000000000344,291,0
1117,27.15000000000046,347,0
1118,40.15000000000052,357,0
1119,33.25000000000044,315,0
1120,32.15000000000032,187,0
1121,20.300000000000352,424,0
1122,35.95000000000046,321,0
1123,28.35000000000035,323,0
1124,35.450000000000514,361,0
1125,25.000000000000682,330,0
1126,44.150000000000446,277,0
1127,34.800000000000566,314,0
1128,31.400000000000475,322,0
1129,34.75000000000047,345,0
1130,43.75000000000048,345,0
1131,43.400000000000546,352,0
1132,21.6500000000009,457,0
1133,34.65000000000043,317,0
1134,32.850000000000776,353,0
1135,37.850000000000335,283,0
1136,25.90000000000046,312,0
1137,41.15000000000043,277,0
1138,39.600000000000406,278,0
1139,45.85000000000046,273,0
1140,27.150000000000603,317,0
1141,28.150000000000716,357,0
1142,30.600000000000605,428,0
1143,33.55000000000081,429,0
1144,44.750000000000355,355,0
1145,28.450000000000585,351,0
1146,39.10000000000056,318,0
1147,28.350000000000506,263,0
1148,27.250000000000398,405,0
1149,27.700000000000387,426,0
1150,27.85000000000076,393,0
1151,28.400000000000347,262,0
1152,20.35000000000042,543,0
1153,35.30000000000069,394,0
1154,43.60000000000038,318,0
1155,26.75000000000034,385,0
1156,26.7500000000003,295,0
1157,26.000000000000355,310,0
1158,38.65000000000043,267,0
1159,21.20000000000087,436,0
1160,33.20000000000029,316,0
1161,27.250000000000256,315,0
1162,29.90000000000049,352,0
1163,31.70000000000053,346,0
1164,35.9500000000008,351,0
1165,31.450000000000458,261,0
1166,34.500000000000455,440,0
1167,26.500000000000426,360,0
1168,26.650000000000418,297,0
1169,34.30000000000052,354,0
1170,33.45000000000043,311,0
1171,27.30000000000068,344,0
1172,28.55000000000031,319,0
1173,33.800000000000466,274,0
1174,37.100000000000435,388,0
1175,39.750000000000426,275,0
1176,27.750000000000355,275,0
1177,34.50000000000051,350,0
1178,34.50000000000064,350,0
1179,27.30000000000041,314,0
1180,33.05000000000037,349,0
1181,27.500000000000554,400,0
1182,38.050000000000566,279,0
1183,37.20000000000097,476,0
1184,32.05000000000045,279,0
1185,31.450000000000415,291,0
1186,31.650000000000745,347,0
1187,32.10000000000048,278,0
1188,28.300000000000338,354,0
1189,22.95000000000033,371,0
1190,41.10000000000045,278,0
1191,27.15000000000032,287,0
1192,33.450000000000585,311,0
1193,31.40000000000032,202,0
1194,99.9999999999997,510,0
1195,25.60000000000049,438,0
1196,31.500000000000384,350,0
1197,28.500000000000313,500,0
1198,21.250000000000753,435,0
1199,28.25000000000047,265,0
1200,28.000000000000497,360,0
1201,42.85000000000055,273,0
1202,27.600000000000534,428,0
1203,27.650000000000716,397,0
1204,16.350000000000648,503,0
1205,37.00000000000047,240,0
1206,34.70000000000027,316,0
1207,27.15000000000059,347,0
1208,26.9500000000006,441,0
1209,34.4500000000005,321,0
1210,24.7000000000006,336,0
1211,22.050000000000196,389,0
1212,28.450000000000315,261,0
1213,27.950000000000486,391,0
1214,30.10000000000069,348,0
1215,28.850000000000534,373,0
1216,105.14999999999905,557,0
1217,43.55000000000048,349,0
1218,40.80000000000042,314,0
1219,30.750000000000355,245,0
1220,25.800000000000196,314,0
1221,34.2500000000004,355,0
1222,41.950000000000486,321,0
1223,33.85000000000032,243,0
1224,25.35000000000072,503,0
1225,25.750000000000497,315,0
1226,38.15000000000035,277,0
1227,27.50000000000071,400,0
1228,36.0000000000006,320,0
1229,26.35000000000042,393,0
1230,29.000000000000426,250,0
1231,22.800000000000395,434,0
1232,25.800000000000352,434,0
1233,12.650000000001313,817,0
1234,27.850000000000364,273,0
1235,29.35000000000028,273,0
1236,30.550000000000395,309,0
1237,33.850000000000605,363,0
1238,29.200000000000472,276,0
1239,26.850000000000406,353,0
1240,29.800000000000253,234,0
1241,36.15000000000033,287,0
1242,38.35000000000055,363,0
1243,21.900000000000432,392,0
1244,28.700000000000202,436,0
1245,36.75000000000031,275,0
1246,33.7500000000004,275,0
1247,17.25000000000024,485,0
1248,30.550000000000267,219,0
1249,24.10000000000059,348,0
1250,36.95000000000047,241,0
1251,29.950000000000287,231,0
1252,32.00000000000047,310,0
1253,37.6500000000008,497,0
1254,35.55000000000038,389,0
1255,30.15000000000026,227,0
1256,40.950000000000585,311,0
1257,35.90000000000062,442,0
1258,37.80000000000035,314,0
1259,22.850000000000392,373,0
1260,27.25000000000037,315,0
1261,39.25000000000071,315,0
1262,31.65000000000049,347,0
1263,20.950000000000614,411,0
1264,33.900000000000375,392,0
1265,25.50000000000051,320,0
1266,28.05000000000085,449,0
1267,26.85000000000055,353,0
1268,32.85000000000025,323,0
1269,34.100000000000236,238,0
1270,29.950000000000756,441,0
1271,39.65000000000053,427,0
1272,26.70000000000067,356,0
1273,34.40000000000059,352,0
1274,31.500000000000284,410,0
1275,31.800000000000395,284,0
1276,40.500000000000256,200,0
1277,27.450000000000358,281,0
1278,31.150000000000446,357,0
1279,36.25000000000021,315,0
1280,29.45000000000057,361,0
1281,28.500000000000384,320,0
1282,37.40000000000039,352,0
1283,34.60000000000042,318,0
1284,30.900000000000546,362,0
1285,93.05000000000088,649,0
1286,39.600000000000435,308,0
1287,32.50000000000061,390,0
1288,35.550000000000466,239,0
1289,26.55000000000024,299,0
1290,29.150000000000304,277,0
1291,44.65000000000026,357,0
1292,30.10000000000045,468,0
1293,35.30000000000031,274,0
1294,44.60000000000052,268,0
1295,25.10000000000052,328,0
1296,25.750000000000497,495,0
1297,30.05000000000065,349,0
1298,22.00000000000051,390,0
1299,33.30000000000035,314,0
1300,34.050000000000296,269,0
1301,30.250000000000412,315,0
1302,34.20000000000053,356,0
1303,35.75000000000023,235,0
1304,33.10000000000069,348,0
1305,20.60000000000042,418,0
1306,36.45000000000039,251,0
1307,30.750000000000668,425,0
1308,31.700000000000458,316,0
1309,31.350000000000577,323,0
1310,35.5000000000005,270,0
1311,46.25000000000044,235,0
1312,26.80000000000031,294,0
1313,20.10000000000025,428,0
1314,31.700000000000358,346,0
1315,105.64999999999885,487,0
1316,30.75000000000054,395,0
1317,30.900000000000503,272,0
1318,35.95000000000056,351,0
1319,45.50000000000067,310,0
1320,37.000000000000455,240,0
1321,29.950000000000244,231,0
1322,42.80000000000042,274,0
1323,39.70000000000044,426,0
1324,27.850000000000804,423,0
1325,43.650000000000375,317,0
1326,26.000000000000483,310,0
1327,27.900000000000432,272,0
1328,24.9500000000004,451,0
1329,24.00000000000061,350,0
1330,30.350000000000733,373,0
1331,20.650000000000674,417,0
1332,22.85000000000035,373,0
1333,33.550000000000466,279,0
1334,30.750000000000284,395,0
1335,26.9500000000008,351,0
1336,36.10000000000039,348,0
1337,30.500000000000313,250,0
1338,24.15000000000026,347,0
1339,29.80000000000048,354,0
1340,26.650000000000475,357,0
1341,28.950000000000486,281,0
1342,25.200000000000657,386,0
1343,34.95000000000026,281,0
1344,38.10000000000049,278,0
1345,35.70000000000064,386,0
1346,37.40000000000049,352,0
1347,31.800000000000466,314,0
1348,23.850000000000477,383,0
1349,42.2500000000004,315,0
1350,25.150000000000404,327,0
1351,28.10000000000042,358,0
1352,29.000000000000483,250,0
1353,29.350000000000463,273,0
1354,17.600000000000804,478,0
1355,19.60000000000052,438,0
1356,28.800000000000367,464,0
1357,41.45000000000066,391,0
1358,27.050000000000338,319,0
1359,30.70000000000043,276,0
1360,32.85000000000031,473,0
1361,22.45000000000043,381,0
1362,29.850000000000705,353,0
1363,36.20000000000033,196,0
1364,40.15000000000046,237,0
1365,28.350000000000676,383,0
1366,35.45000000000077,361,0
1367,21.700000000000898,396,0
1368,30.65000000000049,457,0
1369,28.950000000000514,311,0
1370,39.95000000000039,241,0
1371,23.35000000000069,363,0
1372,23.7000000000003,356,0
1373,20.750000000000583,415,0
1374,41.50000000000054,270,0
1375,19.950000000000543,431,0
1376,27.650000000000603,427,0
1377,32.95000000000037,351,0
1378,22.200000000000273,386,0
1379,32.7000000000003,266,0
1380,24.10000000000042,348,0
1381,41.10000000000046,308,0
1382,35.000000000000526,310,0
1383,20.30000000000028,424,0
1384,31.500000000000625,350,0
1385,29.300000000000296,244,0
1386,27.250000000000355,405,0
1387,32.55000000000048,359,0
1388,23.85000000000096,503,0
1389,32.50000000000091,420,0
1390,30.000000000000483,320,0
1391,32.40000000000035,392,0
1392,27.150000000000375,287,0
1393,33.25000000000044,315,0
1394,39.250000000000455,315,0
1395,32.900000000000645,322,0
1396,31.65000000000049,347,0
1397,33.700000000000315,306,0
1398,38.65000000000042,237,0
1399,27.300000000000367,344,0
1400,37.800000000000466,314,0
1401,42.45000000000047,311,0
1402,28.05000000000075,359,0
1403,29.650000000000247,237,0
1404,98.5500000000002,539,0
1405,28.05000000000065,479,0
1406,26.150000000000347,307,0
1407,46.50000000000057,320,0
1408,26.900000000000503,352,0
1409,38.10000000000059,308,0
1410,29.800000000000864,474,0
1411,27.000000000000995,440,0
1412,23.700000000000472,356,0
1413,42.65000000000046,277,0
1414,30.85000000000059,393,0
1415,44.750000000000284,325,0
1416,26.450000000000443,301,0
1417,23.250000000000313,365,0
1418,34.55000000000064,379,0
1419,32.80000000000044,234,0
1420,28.85000000000045,313,0
1421,32.850000000000506,323,0
1422,36.250000000000455,315,0
1423,42.40000000000046,282,0
1424,24.15000000000039,347,0
1425,29.55000000000031,359,0
1426,27.50000000000037,280,0
1427,27.70000000000033,276,0
1428,35.600000000000676,388,0
1429,33.05000000000051,319,0
1430,33.40000000000046,402,0
1431,47.35000000000045,273,0
1432,23.60000000000045,358,0
1433,26.50000000000051,300,0
1434,28.900000000000574,312,0
1435,35.25000000000068,365,0
1436,32.900000000000105,472,0
1437,19.800000000000296,554,0
1438,38.65000000000025,327,0
1439,35.85000000000058,353,0
1440,36.60000000000045,308,0
1441,42.65000000000036,307,0
1442,24.000000000000526,350,0
1443,28.150000000000475,267,0
1444,19.85000000000032,433,0
1445,30.25000000000051,315,0
1446,31.650000000000247,347,0
1447,29.200000000000557,456,0
1448,38.7500000000005,385,0
1449,29.900000000000517,352,0
1450,28.750000000000313,255,0
1451,41.20000000000044,276,0
1452,34.250000000000284,355,0
1453,33.75000000000048,425,0
1454,38.550000000000296,329,0
1455,29.400000000000446,242,0
1456,26.000000000000398,370,0
1457,32.40000000000053,392,0
1458,27.80000000000058,424,0
1459,39.9500000000005,361,0
1460,20.650000000000446,507,0
1461,34.650000000000475,347,0
1462,29.75000000000034,295,0
1463,26.65000000000066,357,0
1464,40.25000000000044,235,0
1465,25.000000000000256,330,0
1466,43.80000000000058,314,0
1467,32.60000000000032,388,0
1468,28.350000000000506,353,0
1469,27.10000000000052,318,0
1470,40.700000000000415,316,0
1471,27.650000000000546,277,0
1472,27.500000000000256,280,0
1473,32.85000000000075,353,0
1474,26.200000000000202,306,0
1475,38.05000000000045,279,0
1476,25.40000000000049,322,0
1477,30.500000000000767,430,0
1478,29.9500000000005,321,0
1479,33.00000000000037,200,0
1480,22.950000000000728,461,0
1481,24.05000000000024,349,0
1482,30.30000000000055,314,0
1483,29.600000000000463,238,0
1484,43.00000000000057,360,0
1485,27.60000000000052,278,0
1486,32.10000000000032,248,0
1487,33.70000000000039,306,0
1488,45.75000000000033,275,0
1489,38.05000000000017,399,0
1490,33.900000000000446,272,0
1491,37.80000000000075,464,0
1492,40.750000000000526,315,0
1493,27.050000000000566,349,0
1494,31.95000000000043,311,0
1495,35.95000000000037,201,0
1496,24.50000000000057,340,0
1497,32.70000000000044,356,0
1498,37.550000000000395,319,0
1499,26.450000000000287,301,0
1500,36.70000000000046,276,0
1501,35.70000000000077,356,0
1502,29.950000000000514,351,0
1503,102.49999999999933,580,0
1504,35.10000000000058,308,0
1505,27.550000000000537,279,0
1506,26.900000000000404,292,0
1507,37.35000000000082,353,0
1508,34.20000000000037,236,0
1509,25.350000000000605,353,0
1510,33.15000000000033,287,0
1511,26.00000000000051,430,0
1512,36.800000000000466,364,0
1513,32.75000000000023,205,0
1514,29.80000000000048,324,0
1515,28.050000000000423,389,0
1516,24.350000000000648,403,0
1517,29.90000000000053,352,0
1518,31.4500000000003,201,0
1519,24.100000000000406,348,0
1520,30.750000000000426,425,0
1521,32.350000000000406,273,0
1522,33.15000000000059,317,0
1523,28.800000000000296,284,0
1524,31.700000000000642,346,0
1525,32.15000000000059,277,0
1526,36.40000000000059,312,0
1527,30.550000000000367,219,0
1528,25.050000000000438,359,0
1529,35.700000000000415,236,0
1530,29.100000000000392,248,0
1531,32.250000000000725,395,0
1532,32.40000000000062,422,0
1533,38.85000000000039,233,0
1534,39.60000000000052,308,0
1535,36.30000000000038,284,0
1536,30.70000000000026,576,0
1537,28.150000000000517,267,0
1538,30.50000000000047,310,0
1539,29.500000000000355,330,0
1540,33.250000000000696,315,0
1541,32.2000000000008,426,0
1542,29.150000000000304,277,0
1543,27.450000000000315,311,0
1544,28.650000000000333,257,0
1545,40.35000000000056,353,0
1546,23.90000000000026,382,0
1547,22.250000000000142,505,0
1548,30.350000000000335,223,0
1549,30.300000000000296,314,0
1550,42.20000000000033,286,0
1551,40.15000000000046,267,0
1552,31.700000000000372,376,0
1553,30.700000000000315,216,0
1554,33.35000000000048,523,0
1555,33.70000000000037,276,0
1556,33.40000000000049,282,0
1557,20.600000000000534,418,0
1558,33.20000000000053,346,0
1559,30.85000000000028,213,0
1560,29.300000000000637,364,0
1561,29.850000000000335,383,0
1562,32.00000000000033,280,0
1563,29.2000000000005,276,0
1564,30.350000000000392,433,0
1565,37.70000000000036,316,0
1566,24.900000000000347,332,0
1567,30.500000000000355,220,0
1568,38.30000000000041,274,0
1569,28.15000000000029,357,0
1570,36.80000000000055,274,0
1571,28.700000000000273,316,0
1572,29.350000000000293,243,0
1573,42.95000000000054,391,0
1574,27.200000000000372,346,0
1575,30.35000000000059,313,0
1576,23.10000000000049,368,0
1577,26.80000000000068,354,0
1578,39.95000000000033,361,0
1579,29.300000000000466,424,0
1580,28.850000000000392,313,0
1581,24.85000000000062,393,0
1582,45.75000000000033,275,0
1583,41.150000000000475,277,0
1584,38.700000000000685,356,0
1585,38.1500000000005,277,0
1586,27.300000000000395,284,0
1587,23.200000000000784,426,0
1588,29.15000000000036,277,0
1589,37.35000000000048,323,0
1590,22.050000000000495,539,0
1591,28.500000000000355,260,0
1592,27.700000000000372,276,0
1593,36.750000000000355,245,0
1594,29.85000000000069,353,0
1595,19.150000000000745,447,0
1596,24.60000000000052,398,0
1597,105.50000000000053,640,0
1598,40.15000000000029,237,0
1599,22.400000000000517,442,0
1600,30.500000000000384,250,0
1601,36.70000000000043,276,0
1602,18.550000000000594,459,0
1603,31.100000000000747,418,0
1604,32.40000000000056,512,0
1605,24.70000000000023,336,0
1606,35.65000000000026,207,0
1607,22.50000000000057,380,0
1608,28.950000000000628,311,0
1609,29.75000000000054,385,0
1610,42.40000000000042,312,0
1611,100.80000000000003,584,0
1612,37.35000000000038,353,0
1613,31.450000000000458,291,0
1614,29.60000000000035,388,0
1615,29.050000000000324,249,0
1616,27.600000000000506,428,0
1617,33.400000000000446,312,0
1618,33.35000000000046,283,0
1619,34.85000000000046,313,0
1620,25.30000000000058,324,0
1621,32.05000000000052,369,0
1622,41.15000000000052,307,0
1623,33.55000000000028,339,0
1624,24.750000000000654,395,0
1625,31.15000000000059,327,0
1626,42.25000000000067,405,0
1627,31.15000000000066,357,0
1628,36.600000000000506,278,0
1629,32.65000000000043,387,0
1630,43.90000000000049,312,0
1631,39.950000000000344,241,0
1632,34.45000000000033,201,0
1633,40.850000000000506,433,0
1634,27.550000000000495,309,0
1635,33.150000000000546,317,0
1636,28.700000000000585,316,0
1637,39.350000000000776,433,0
1638,40.150000000000574,387,0
1639,26.75000000000047,355,0
1640,35.80000000000054,354,0
1641,32.60000000000045,238,0
1642,35.750000000000284,205,0
1643,33.80000000000045,274,0
1644,26.150000000001,427,0
1645,28.650000000000375,257,0
1646,34.400000000000375,352,0
1647,27.500000000000597,550,0
1648,24.30000000000041,344,0
1649,28.200000000000458,356,0
1650,26.65000000000053,447,0
1651,31.15000000000063,357,0
1652,34.90000000000036,312,0
1653,32.20000000000027,186,0
1654,36.85000000000046,303,0
1655,33.350000000000364,313,0
1656,37.950000000000415,311,0
1657,31.400000000000574,382,0
1658,31.050000000000566,329,0
1659,33.30000000000024,314,0
1660,39.650000000000475,307,0
1661,111.09999999999924,378,0
1662,24.650000000000517,337,0
1663,46.60000000000046,318,0
1664,42.60000000000058,308,0
1665,36.9500000000003,271,0
1666,35.15000000000049,277,0
1667,43.75000000000058,345,0
1668,26.10000000000032,308,0
1669,43.100000000000335,238,0
1670,32.200000000000486,276,0
1671,29.450000000000315,271,0
1672,29.850000000000236,233,0
1673,30.000000000000355,230,0
1674,29.00000000000044,280,0
1675,27.250000000000227,285,0
1676,29.55000000000055,329,0
1677,18.050000000000594,499,0
1678,26.900000000000503,352,0
1679,32.850000000000676,473,0
1680,24.40000000000059,342,0
1681,28.000000000000625,390,0
1682,44.750000000000554,325,0
1683,38.35000000000042,363,0
1684,30.200000000000443,316,0
1685,25.700000000000486,316,0
1686,28.750000000000583,315,0
1687,32.10000000000042,278,0
1688,31.35000000000035,383,0
1689,25.50000000000037,320,0
1690,34.25000000000057,355,0
1691,30.90000000000083,392,0
1692,33.650000000000404,247,0
1693,28.50000000000054,380,0
1694,30.700000000000315,276,0
1695,31.450000000000244,321,0
1696,30.10000000000035,228,0
1697,38.40000000000046,272,0
1698,22.15000000000053,387,0
1699,29.300000000000466,274,0
1700,37.00000000000048,270,0
1701,39.60000000000052,308,0
1702,33.25000000000048,345,0
1703,34.95000000000047,311,0
1704,42.35000000000066,343,0
1705,37.45000000000057,351,0
1706,36.90000000000053,272,0
1707,32.25000000000051,275,0
1708,32.200000000000486,276,0
1709,33.90000000000059,362,0
1710,24.30000000000048,404,0
1711,46.60000000000055,318,0
1712,29.050000000000182,399,0
1713,28.25000000000064,385,0
1714,33.10000000000042,348,0
1715,31.400000000000233,352,0
1716,35.70000000000037,236,0
1717,32.30000000000041,274,0
1718,28.55000000000031,319,0
1719,40.60000000000055,318,0
1720,25.950000000000344,401,0
1721,92.1500000000005,667,0
1722,50.40000000000039,242,0
1723,33.20000000000046,436,0
1724,18.800000000000566,544,0
1725,34.85000000000058,313,0
1726,41.950000000000415,231,0
1727,37.20000000000043,236,0
1728,36.600000000000904,428,0
1729,35.750000000000725,355,0
1730,30.600000000000364,278,0
1731,33.250000000000426,315,0
1732,25.100000000000477,388,0
1733,21.950000000000557,391,0
1734,108.54999999999983,429,0
1735,33.90000000000022,392,0
1736,29.40000000000039,272,0
1737,30.750000000000355,275,0
1738,28.300000000000338,264,0
1739,30.700000000000443,276,0
1740,28.100000000000534,358,0
1741,27.800000000000338,394,0
1742,37.45000000000039,351,0
1743,32.800000000000196,174,0
1744,28.850000000000435,253,0
1745,30.05000000000038,349,0
1746,34.85000000000045,313,0
1747,24.600000000000477,398,0
1748,30.30000000000041,314,0
1749,39.350000000000264,283,0
1750,35.9500000000004,291,0
1751,25.00000000000078,480,0
1752,35.15000000000069,397,0
1753,34.20000000000073,356,0
1754,32.950000000000486,291,0
1755,32.60000000000021,538,0
1756,30.750000000000313,215,0
1757,35.850000000000435,323,0
1758,36.750000000000284,275,0
1759,26.950000000000543,291,0
1760,38.650000000000404,237,0
1761,42.900000000000475,272,0
1762,37.850000000000364,313,0
1763,36.30000000000041,314,0
1764,26.300000000000452,394,0
1765,26.400000000000716,392,0
1766,30.7000000000004,276,0
1767,29.250000000000682,515,0
1768,33.55000000000062,369,0
1769,36.200000000000614,316,0
1770,34.55000000000065,439,0
1771,28.2000000000005,266,0
1772,43.35000000000075,353,0
1773,17.250000000000384,515,0
1774,39.85000000000066,393,0
1775,28.500000000000455,380,0
1776,28.050000000000352,449,0
1777,32.60000000000046,238,0
1778,33.40000000000022,162,0
1779,29.00000000000054,310,0
1780,33.650000000000475,277,0
1781,36.250000000000426,315,0
1782,38.95000000000036,351,0
1783,28.20000000000087,476,0
1784,23.550000000000637,359,0
1785,36.75000000000061,305,0
1786,24.750000000000554,335,0
1787,30.800000000000267,274,0
1788,19.35000000000042,473,0
1789,38.95000000000073,351,0
1790,40.35000000000042,263,0
1791,25.400000000000503,322,0
1792,31.700000000000273,286,0
1793,28.500000000000327,410,0
1794,36.45000000000039,311,0
1795,28.750000000000398,315,0
1796,33.2000000000005,316,0
1797,39.200000000000585,316,0
1798,22.500000000000654,380,0
1799,29.350000000000406,273,0
1800,28.150000000000404,357,0
1801,35.450000000000486,241,0
1802,30.750000000000554,395,0
1803,30.90000000000029,212,0
1804,26.60000000000032,358,0
1805,27.100000000000435,288,0
1806,25.600000000000264,318,0
1807,23.60000000000045,358,0
1808,33.4000000000005,432,0
1809,23.650000000000517,357,0
1810,27.000000000000668,350,0
1811,34.050000000000594,389,0
1812,25.000000000000384,330,0
1813,35.05000000000037,279,0
1814,25.650000000000688,467,0
1815,29.05000000000058,429,0
1816,22.050000000000566,389,0
1817,34.20000000000067,356,0
1818,46.800000000000296,314,0
1819,28.300000000000352,264,0
1820,33.20000000000044,316,0
1821,33.90000000000049,272,0
1822,38.100000000000605,428,0
1823,37.35000000000046,233,0
1824,30.200000000000458,316,0
1825,27.900000000000475,272,0
1826,25.400000000000276,382,0
1827,35.95000000000054,351,0
1828,35.95000000000033,231,0
1829,40.850000000000364,403,0
1830,45.40000000000043,312,0
1831,29.350000000000364,273,0
1832,28.35000000000022,263,0
1833,29.050000000000296,309,0
1834,46.15000000000053,267,0
1835,33.55000000000035,279,0
1836,26.000000000000497,310,0
1837,36.15000000000023,407,0
1838,21.650000000000276,427,0
1839,31.350000000000676,353,0
1840,30.70000000000023,216,0
1841,41.150000000000475,277,0
1842,42.400000000000475,282,0
1843,30.800000000000395,274,0
1844,33.05000000000045,319,0
1845,40.350000000000406,353,0
1846,32.40000000000032,272,0
1847,37.55000000000058,319,0
1848,26.55000000000061,389,0
1849,26.60000000000028,298,0
1850,42.65000000000029,277,0
1851,37.450000000000244,321,0
1852,27.25000000000044,315,0
1853,34.90000000000032,312,0
1854,33.000000000000256,350,0
1855,31.050000000000367,239,0
1856,97.79999999999991,554,0
1857,32.050000000000495,309,0
1858,25.950000000000202,311,0
1859,23.100000000000804,398,0
1860,36.35000000000055,313,0
1861,36.00000000000058,320,0
1862,36.70000000000057,306,0
1863,34.85000000000032,283,0
1864,32.65000000000032,237,0
1865,34.850000000000605,313,0
1866,29.90000000000059,322,0
1867,35.95000000000043,321,0
1868,24.650000000000276,337,0
1869,29.10000000000042,248,0
1870,33.05000000000051,349,0
1871,30.550000000000352,369,0
1872,24.750000000000483,335,0
1873,23.75000000000044,355,0
1874,32.60000000000048,358,0
1875,30.10000000000045,288,0
1876,40.95000000000043,311,0
1877,32.60000000000025,178,0
1878,37.10000000000055,328,0
1879,37.25000000000048,385,0
1880,29.00000000000061,460,0
1881,25.05000000000065,329,0
1882,29.2000000000004,276,0
1883,31.800000000000537,314,0
1884,30.70000000000033,276,0
1885,30.65000000000029,277,0
1886,33.500000000000426,310,0
1887,27.700000000000358,276,0
1888,46.600000000000406,318,0
1889,36.2000000000006,316,0
1890,29.050000000000338,249,0
1891,45.1500000000005,317,0
1892,37.40000000000023,202,0
1893,44.45000000000037,241,0
1894,39.30000000000051,284,0
1895,26.30000000000058,304,0
1896,31.100000000000335,238,0
1897,27.30000000000058,314,0
1898,25.600000000000193,318,0
1899,38.45000000000043,361,0
1900,36.800000000000665,394,0
1901,29.450000000000443,241,0
1902,32.90000000000036,232,0
1903,36.60000000000058,308,0
1904,27.200000000000387,286,0
1905,34.2000000000004,236,0
1906,24.000000000000455,350,0
1907,36.00000000000048,350,0
1908,26.15000000000049,307,0
1909,38.10000000000079,458,0
1910,26.60000000000015,298,0
1911,35.80000000000044,234,0
1912,41.95000000000047,381,0
1913,26.700000000000273,476,0
1914,24.65000000000056,337,0
1915,24.30000000000028,344,0
1916,20.650000000000205,507,0
1917,26.100000000000477,308,0
1918,27.35000000000055,283,0
1919,31.350000000000733,473,0
1920,29.650000000000347,387,0
1921,23.50000000000061,360,0
1922,31.80000000000051,284,0
1923,23.30000000000048,394,0
1924,35.60000000000069,388,0
1925,42.85000000000048,273,0
