episod,recompensa,pasi,succes
415,27.050000000000395,289,0
416,33.150000000000276,467,0
417,28.100000000000506,328,0
418,38.85000000000058,473,0
419,42.200000000000486,316,0
420,30.950000000000813,361,0
421,31.650000000000347,347,0
422,32.75000000000044,325,0
423,29.7000000000005,266,0
424,32.9500000000005,351,0
425,35.150000000000375,397,0
426,30.800000000000722,424,0
427,40.25000000000078,385,0
428,23.250000000000327,365,0
429,25.75000000000024,345,0
430,35.100000000000506,308,0
431,43.35000000000049,353,0
432,38.600000000000364,358,0
433,42.20000000000044,316,0
434,30.700000000000628,426,0
435,35.55000000000025,269,0
436,18.950000000000273,451,0
437,36.90000000000052,272,0
438,38.2500000000003,425,0
439,41.95000000000047,231,0
440,27.900000000000745,392,0
441,38.000000000000455,280,0
442,31.600000000000264,348,0
443,23.00000000000064,370,0
444,46.50000000000054,320,0
445,35.35000000000049,423,0
446,42.9500000000004,361,0
447,30.50000000000034,220,0
448,36.150000000000404,347,0
449,31.30000000000092,384,0
450,28.700000000000315,316,0
451,25.50000000000051,350,0
452,31.050000000000338,239,0
453,40.100000000000435,268,0
454,30.650000000000404,307,0
455,30.450000000000742,431,0
456,47.60000000000025,238,0
457,30.200000000000273,286,0
458,36.55000000000035,279,0
459,29.850000000000406,233,0
460,36.80000000000064,394,0
461,36.35000000000048,283,0
462,33.35000000000038,253,0
463,36.00000000000044,320,0
464,32.95000000000026,321,0
465,31.900000000000702,312,0
466,33.15000000000035,347,0
467,34.25000000000048,385,0
468,30.350000000000193,223,0
469,24.750000000000554,395,0
470,33.90000000000049,272,0
471,31.800000000000793,464,0
472,31.65000000000039,287,0
473,31.200000000000358,356,0
474,26.300000000000537,424,0
475,31.000000000000355,360,0
476,39.45000000000029,311,0
477,26.300000000000452,304,0
478,38.700000000000344,236,0
479,39.700000000000415,276,0
480,23.40000000000063,422,0
481,32.55000000000054,359,0
482,23.100000000000392,458,0
483,28.05000000000068,359,0
484,36.600000000000335,398,0
485,30.500000000000455,280,0
486,30.80000000000055,484,0
487,32.150000000000446,277,0
488,28.550000000000367,349,0
489,28.20000000000043,356,0
490,26.900000000000674,442,0
491,23.750000000000597,355,0
492,30.65000000000049,277,0
493,42.60000000000028,278,0
494,36.20000000000053,316,0
495,35.40000000000029,272,0
496,30.200000000000585,316,0
497,34.55000000000028,319,0
498,42.750000000000426,305,0
499,17.750000000000398,505,0
500,28.85000000000076,433,0
501,37.10000000000048,298,0
502,40.60000000000056,318,0
503,20.05000000000058,429,0
504,32.75000000000048,385,0
505,30.000000000000426,230,0
506,40.50000000000058,350,0
507,37.20000000000029,206,0
508,25.2000000000003,386,0
509,35.40000000000033,272,0
510,30.900000000000475,632,0
511,28.900000000000446,312,0
512,28.050000000000637,389,0
513,35.05000000000035,309,0
514,30.550000000000736,399,0
515,31.65000000000056,317,0
516,40.2000000000003,236,0
517,45.150000000000745,317,0
518,39.050000000000296,289,0
519,32.75000000000031,325,0
520,34.4500000000002,291,0
521,28.200000000000642,386,0
522,33.10000000000082,348,0
523,35.30000000000044,274,0
524,24.800000000000594,394,0
525,32.20000000000033,366,0
526,40.40000000000032,232,0
527,27.700000000000415,306,0
528,31.700000000000486,346,0
529,37.750000000000355,345,0
530,30.350000000000435,313,0
531,30.900000000000432,272,0
532,41.150000000000446,307,0
533,41.750000000000526,355,0
534,35.75000000000047,235,0
535,31.400000000000475,322,0
536,29.050000000000736,399,0
537,46.850000000000534,313,0
538,30.750000000000725,425,0
539,39.650000000000446,307,0
540,28.250000000000597,385,0
541,39.95000000000057,271,0
542,36.500000000000725,460,0
543,35.450000000000514,421,0
544,30.950000000000344,271,0
545,25.350000000000392,323,0
546,42.30000000000031,344,0
547,25.55000000000038,319,0
548,31.650000000000418,287,0
549,25.00000000000057,390,0
550,27.850000000000207,363,0
551,37.80000000000025,284,0
552,29.800000000000296,294,0
553,20.55000000000061,449,0
554,38.30000000000065,394,0
555,27.500000000000313,400,0
556,28.200000000000486,356,0
557,24.650000000000233,337,0
558,28.200000000000514,386,0
559,37.15000000000035,357,0
560,97.24999999999953,595,0
561,31.450000000000557,351,0
562,25.350000000000435,323,0
563,28.850000000000435,253,0
564,36.05000000000042,319,0
565,26.850000000000463,293,0
566,34.450000000000486,321,0
567,28.05000000000038,389,0
568,40.45000000000039,351,0
569,30.800000000000367,274,0
570,38.350000000000406,273,0
571,32.50000000000047,240,0
572,36.35000000000035,283,0
573,35.750000000000384,235,0
574,34.45000000000056,351,0
575,34.40000000000053,352,0
576,31.400000000000446,352,0
577,25.90000000000049,312,0
578,31.500000000000583,350,0
579,33.15000000000039,317,0
580,30.700000000000315,216,0
581,24.65000000000036,367,0
582,25.750000000000355,435,0
583,23.9500000000008,501,0
584,39.55000000000052,309,0
585,35.800000000000566,354,0
586,35.350000000000406,273,0
587,36.600000000000605,398,0
588,32.20000000000023,186,0
589,34.35000000000058,323,0
590,29.150000000000432,307,0
591,35.30000000000048,514,0
592,36.5000000000006,310,0
593,28.000000000000426,360,0
594,23.85000000000072,383,0
595,37.200000000000344,236,0
596,36.350000000000634,313,0
597,30.05000000000024,319,0
598,21.00000000000057,410,0
599,29.000000000000313,430,0
600,28.40000000000059,322,0
601,40.35000000000065,353,0
602,44.900000000000304,232,0
603,24.00000000000061,350,0
604,20.20000000000043,516,0
605,40.60000000000059,318,0
606,30.800000000000395,274,0
607,34.20000000000056,386,0
608,38.30000000000044,274,0
609,21.450000000000344,401,0
610,36.30000000000055,344,0
611,41.05000000000051,309,0
612,27.050000000000537,289,0
613,28.65000000000056,317,0
614,27.700000000000458,276,0
615,29.20000000000057,306,0
616,28.800000000000708,314,0
617,44.400000000000404,272,0
618,37.550000000000324,199,0
619,22.60000000000052,378,0
620,40.30000000000038,234,0
621,39.30000000000051,314,0
622,36.90000000000049,272,0
623,39.700000000000244,156,0
624,34.10000000000049,328,0
625,109.19999999999989,596,0
626,26.750000000000625,385,0
627,27.35000000000042,283,0
628,30.00000000000034,350,0
629,29.50000000000034,270,0
630,27.950000000000443,271,0
631,31.85000000000049,343,0
632,33.650000000000446,277,0
633,27.850000000000392,273,0
634,38.55000000000052,329,0
635,35.2000000000003,276,0
636,31.800000000000352,284,0
637,35.70000000000036,236,0
638,42.450000000000514,251,0
639,37.850000000000364,283,0
640,106.14999999999968,537,0
641,27.150000000000446,317,0
642,36.050000000000395,349,0
643,30.750000000000355,215,0
644,25.250000000000796,355,0
645,35.80000000000045,324,0
646,48.650000000000446,277,0
647,38.45000000000071,391,0
648,102.64999999999974,607,0
649,43.00000000000037,270,0
650,27.35000000000022,283,0
651,33.450000000000315,311,0
652,24.20000000000033,346,0
653,26.65000000000029,327,0
654,23.350000000000705,393,0
655,21.100000000000847,468,0
656,24.80000000000021,334,0
657,38.000000000000554,310,0
658,36.25000000000047,315,0
659,40.90000000000053,342,0
660,15.000000000000675,530,0
661,22.65000000000046,437,0
662,34.850000000000364,283,0
663,31.100000000000662,388,0
664,28.650000000000475,257,0
665,41.200000000000315,276,0
