nivel,episod,recompensa,pasi,succes,epsilon
2,1,26.85000000000032,233,0,0.999
2,2,23.000000000000398,310,0,0.998001
2,3,23.60000000000062,358,0,0.997002999
2,4,12.800000000000203,214,0,0.996005996001
2,5,27.800000000000267,244,0,0.995009990004999
2,6,20.2000000000003,246,0,0.994014980014994
2,7,10.45000000000013,261,0,0.993020965034979
2,8,20.9500000000003,201,0,0.9920279440699441
2,9,69.35000000000105,493,0,0.9910359161258742
2,10,20.550000000000466,389,0,0.9900448802097482
2,11,24.5000000000003,310,0,0.9890548353295385
2,12,24.700000000000273,246,0,0.988065780494209
2,13,27.150000000000247,167,0,0.9870777147137147
2,14,21.9500000000006,391,0,0.986090636999001
2,15,9.250000000000142,285,0,0.9851045463620021
2,16,24.500000000000227,160,0,0.98411944181564
2,17,10.150000000000333,267,0,0.9831353223738244
2,18,26.900000000000333,202,0,0.9821521870514506
2,19,11.250000000000078,425,0,0.9811700348643991
2,20,28.40000000000029,202,0,0.9801888648295347
2,21,26.250000000000398,275,0,0.9792086759647052
2,22,12.00000000000015,230,0,0.9782294672887405
2,23,29.40000000000029,242,0,0.9772512378214517
2,24,29.55000000000028,239,0,0.9762739865836303
2,25,24.300000000000253,164,0,0.9752977125970467
2,26,22.25000000000027,235,0,0.9743224148844496
2,27,20.700000000000585,356,0,0.9733480924695651
2,28,12.450000000000102,221,0,0.9723747443770956
2,29,31.700000000000273,196,0,0.9714023696327185
2,30,21.050000000000438,319,0,0.9704309672630859
2,31,24.800000000000267,244,0,0.9694605362958227
2,32,23.550000000000296,239,0,0.9684910757595269
2,33,27.75000000000037,275,0,0.9675225846837673
2,34,31.500000000000412,230,0,0.9665550620990835
2,35,19.25000000000034,235,0,0.9655885070369844
2,36,18.600000000000477,308,0,0.9646229185299474
2,37,28.75000000000034,195,0,0.9636582956114175
2,38,24.000000000000583,320,0,0.9626946373158061
2,39,9.700000000000337,426,0,0.9617319426784903
2,40,26.450000000000173,241,0,0.9607702107358118
2,41,76.85000000000053,433,0,0.959809440525076
2,42,13.550000000000132,199,0,0.9588496310845509
2,43,26.950000000000216,201,0,0.9578907814534664
2,44,22.150000000000176,207,0,0.9569328906720129
2,45,28.00000000000034,240,0,0.9559759577813409
2,46,77.25000000000102,545,0,0.9550199818235596
2,47,78.15000000000062,317,0,0.9540649618417361
2,48,14.950000000000287,321,0,0.9531108968798944
2,49,23.250000000000114,245,0,0.9521577859830145
2,50,20.30000000000028,274,0,0.9512056281970315
2,51,31.250000000000398,235,0,0.9502544225688344
2,52,17.050000000000423,279,0,0.9493041681462656
2,53,21.050000000000352,199,0,0.9483548639781193
2,54,25.300000000000423,354,0,0.9474065091141411
2,55,12.200000000000202,226,0,0.946459102605027
2,56,19.650000000000574,317,0,0.9455126435024219
2,57,29.900000000000276,232,0,0.9445671308589195
2,58,79.80000000000057,314,0,0.9436225637280606
2,59,22.05000000000031,239,0,0.9426789411643326
2,60,64.3500000000009,503,0,0.9417362622231683
2,61,13.200000000000138,206,0,0.9407945259609451
2,62,15.150000000000183,167,0,0.9398537314349842
2,63,24.600000000000236,278,0,0.9389138777035492
2,64,21.650000000000247,217,0,0.9379749638258457
2,65,13.55000000000014,199,0,0.9370369888620198
2,66,28.15000000000032,237,0,0.9360999518731578
2,67,76.70000000000053,316,0,0.9351638519212846
2,68,27.950000000000173,241,0,0.9342286880693633
2,69,29.150000000000233,277,0,0.933294459381294
2,70,25.80000000000021,194,0,0.9323611649219127
2,71,11.800000000000324,234,0,0.9314288037569908
2,72,12.500000000000135,220,0,0.9304973749532338
2,73,31.350000000000435,233,0,0.9295668775782806
2,74,31.60000000000032,198,0,0.9286373107007023
2,75,32.600000000000335,238,0,0.9277086733900016
2,76,76.60000000000056,438,0,0.9267809647166116
2,77,24.150000000000333,197,0,0.925854183751895
2,78,18.15000000000036,347,0,0.9249283295681431
2,79,32.45000000000047,241,0,0.9240034012385749
2,80,85.50000000000033,350,0,0.9230793978373364
2,81,28.850000000000392,283,0,0.9221563184394991
2,82,77.00000000000055,400,0,0.9212341621210596
2,83,23.850000000000392,233,0,0.9203129279589385
2,84,32.100000000000165,158,0,0.9193926150309796
2,85,16.200000000000102,146,0,0.9184732224159486
2,86,29.600000000000293,238,0,0.9175547491935327
2,87,28.550000000000153,199,0,0.9166371944443392
2,88,73.30000000000061,384,0,0.9157205572498949
2,89,23.700000000000244,236,0,0.914804836692645
2,90,32.60000000000022,208,0,0.9138900318559524
2,91,17.450000000000173,121,0,0.9129761418240965
2,92,84.15000000000056,407,0,0.9120631656822724
2,93,23.650000000000233,207,0,0.9111511025165902
2,94,26.350000000000264,273,0,0.9102399514140735
2,95,11.500000000000234,240,0,0.9093297114626595
2,96,21.900000000000162,242,0,0.9084203817511969
2,97,26.550000000000352,239,0,0.9075119613694457
2,98,32.15000000000043,247,0,0.9066044494080763
2,99,24.500000000000526,280,0,0.9056978449586682
2,100,17.900000000000148,112,0,0.9047921471137096
2,101,15.750000000000256,155,0,0.9038873549665959
2,102,29.95000000000033,201,0,0.9029834676116293
2,103,30.2000000000003,196,0,0.9020804841440176
2,104,30.40000000000029,192,0,0.9011784036598737
2,105,30.050000000000438,289,0,0.9002772252562138
2,106,29.250000000000156,245,0,0.8993769480309576
2,107,28.250000000000313,235,0,0.8984775710829266
2,108,85.75000000000044,345,0,0.8975790935118436
2,109,76.00000000000074,480,0,0.8966815144183318
2,110,14.500000000000206,180,0,0.8957848329039134
2,111,34.45000000000037,201,0,0.8948890480710096
2,112,25.600000000000236,198,0,0.8939941590229386
2,113,27.200000000000216,196,0,0.8931001648639156
2,114,27.100000000000264,168,0,0.8922070646990518
2,115,27.050000000000452,229,0,0.8913148576343527
2,116,20.550000000000352,209,0,0.8904235427767183
2,117,25.55000000000024,169,0,0.8895331192339416
2,118,29.200000000000202,126,0,0.8886435861147077
2,119,13.8500000000002,193,0,0.887754942528593
2,120,28.150000000000333,207,0,0.8868671875860644
2,121,28.200000000000358,236,0,0.8859803203984784
2,122,26.050000000000225,159,0,0.88509434007808
2,123,17.550000000000153,119,0,0.8842092457380019
2,124,16.900000000000205,132,0,0.8833250364922639
2,125,21.850000000000307,243,0,0.8824417114557717
2,126,31.350000000000378,203,0,0.8815592697443159
2,127,32.800000000000296,204,0,0.8806777104745716
2,128,17.35000000000015,123,0,0.8797970327640969
2,129,22.150000000000247,207,0,0.8789172357313328
2,130,29.800000000000296,204,0,0.8780383184956015
2,131,29.35000000000052,273,0,0.8771602801771059
2,132,24.550000000000225,159,0,0.8762831198969288
2,133,23.850000000000364,203,0,0.8754068367770318
2,134,24.60000000000025,158,0,0.8745314299402548
2,135,24.550000000000253,159,0,0.8736568985103146
2,136,27.600000000000207,158,0,0.8727832416118043
2,137,22.200000000000287,176,0,0.8719104583701925
2,138,26.10000000000022,158,0,0.8710385479118223
2,139,28.550000000000296,199,0,0.8701675093639105
2,140,22.350000000000193,203,0,0.8692973418545467
2,141,26.150000000000233,157,0,0.8684280445126921
2,142,17.450000000000173,121,0,0.8675596164681794
2,143,29.600000000000264,238,0,0.8666920568517111
2,144,20.600000000000378,238,0,0.8658253647948594
2,145,24.15000000000032,197,0,0.8649595394300645
2,146,12.700000000000145,216,0,0.8640945798906344
2,147,29.000000000000256,160,0,0.8632304853107438
2,148,26.85000000000015,203,0,0.862367254825433
2,149,31.550000000000182,199,0,0.8615048875706075
2,150,82.45000000000051,321,0,0.8606433826830369
2,151,32.75000000000033,235,0,0.8597827393003539
2,152,36.450000000000244,161,0,0.8589229565610536
2,153,87.85000000000026,273,0,0.8580640336044925
2,154,25.200000000000145,146,0,0.857205969570888
2,155,26.750000000000284,175,0,0.8563487636013172
2,156,14.200000000000237,186,0,0.8554924148377159
2,157,27.150000000000333,197,0,0.8546369224228781
2,158,26.100000000000307,158,0,0.8537822855004553
2,159,82.85000000000058,343,0,0.8529285032149548
2,160,36.45000000000026,161,0,0.8520755747117399
2,161,22.850000000000207,163,0,0.8512234991370281
2,162,15.950000000000145,151,0,0.8503722756378911
2,163,17.350000000000165,123,0,0.8495219033622532
2,164,25.400000000000276,232,0,0.8486723814588909
2,165,32.7500000000004,235,0,0.847823709077432
2,166,78.80000000000042,274,0,0.8469758853683546
2,167,27.150000000000247,167,0,0.8461289094829862
2,168,17.450000000000145,121,0,0.8452827805735033
2,169,73.25000000000053,355,0,0.8444374977929298
2,170,24.150000000000347,167,0,0.8435930602951368
2,171,16.200000000000244,146,0,0.8427494672348417
2,172,86.15000000000016,277,0,0.8419067177676068
2,173,86.35000000000004,273,0,0.8410648110498392
2,174,82.5000000000005,320,0,0.8402237462387894
2,175,35.150000000000205,157,0,0.8393835224925505
2,176,29.10000000000022,158,0,0.838544138970058
2,177,26.050000000000196,159,0,0.8377055948310879
2,178,25.750000000000256,195,0,0.8368678892362568
2,179,18.100000000000136,108,0,0.8360310213470206
2,180,29.150000000000148,247,0,0.8351949903256736
2,181,79.45000000000049,321,0,0.8343597953353479
2,182,36.70000000000023,156,0,0.8335254355400126
2,183,30.00000000000027,200,0,0.8326919101044725
2,184,26.100000000000236,158,0,0.831859218194368
2,185,28.70000000000033,196,0,0.8310273589761736
2,186,34.30000000000025,174,0,0.8301963316171974
2,187,25.85000000000025,163,0,0.8293661352855802
2,188,30.350000000000335,193,0,0.8285367691502946
2,189,84.00000000000024,320,0,0.8277082323811443
2,190,35.05000000000024,159,0,0.8268805241487632
2,191,29.750000000000284,235,0,0.8260536436246144
2,192,16.700000000000202,136,0,0.8252275899809898
2,193,27.20000000000026,166,0,0.8244023623910088
2,194,27.55000000000024,159,0,0.8235779600286178
2,195,13.900000000000233,192,0,0.8227543820685892
2,196,17.200000000000173,126,0,0.8219316276865206
2,197,85.95000000000026,281,0,0.8211096960588341
2,198,28.05000000000014,119,0,0.8202885863627752
2,199,23.30000000000021,214,0,0.8194682977764125
2,200,20.35000000000032,243,0,0.818648829478636
2,201,32.200000000000216,156,0,0.8178301806491574
2,202,30.050000000000338,199,0,0.8170123504685082
2,203,26.000000000000227,160,0,0.8161953381180397
2,204,32.5000000000004,240,0,0.8153791427799216
2,205,25.800000000000225,194,0,0.8145637636371417
2,206,30.600000000000193,158,0,0.8137491998735046
2,207,81.85000000000038,273,0,0.812935450673631
2,208,88.7000000000004,316,0,0.8121225152229574
2,209,16.0000000000001,150,0,0.8113103927077344
2,210,17.950000000000145,111,0,0.8104990823150267
2,211,36.250000000000256,165,0,0.8096885832327116
2,212,16.150000000000205,147,0,0.8088788946494789
2,213,30.55000000000024,159,0,0.8080700157548294
2,214,27.250000000000156,195,0,0.8072619457390746
2,215,15.800000000000253,154,0,0.8064546837933355
2,216,33.55000000000024,159,0,0.8056482291095421
2,217,26.150000000000247,157,0,0.8048425808804326
2,218,31.900000000000247,162,0,0.8040377382995522
2,219,84.30000000000031,314,0,0.8032337005612527
2,220,18.150000000000134,107,0,0.8024304668606914
2,221,29.25000000000024,155,0,0.8016280363938307
2,222,24.25000000000024,165,0,0.8008264083574369
2,223,17.10000000000018,128,0,0.8000255819490795
2,224,18.100000000000108,108,0,0.7992255563671304
2,225,30.70000000000026,156,0,0.7984263308107633
2,226,27.60000000000025,158,0,0.7976279044799526
2,227,17.650000000000162,117,0,0.7968302765754727
2,228,33.150000000000276,197,0,0.7960334462988972
2,229,30.700000000000244,156,0,0.7952374128525983
2,230,87.85000000000035,273,0,0.7944421754397457
2,231,32.05000000000025,159,0,0.7936477332643059
2,232,15.950000000000088,151,0,0.7928540855310416
2,233,89.65000000000022,267,0,0.7920612314455105
2,234,25.700000000000287,196,0,0.7912691702140651
2,235,34.75000000000021,165,0,0.790477901043851
2,236,15.65000000000019,157,0,0.7896874231428072
2,237,80.80000000000048,234,0,0.7888977357196644
